ORDER	ITEM_NUMBER	ITEM_DESCRIPTION	LOT_NUMBER	REC_DATE	USED_DATE	VARIETY	BRIX	DECAY_JC	TGRAD	USAGE
1010333   	75000531       	APPLE/GOLD/JC PLR/CONV        	159313              	20101206	20101214	GOLD           	0	3.000000	JPEELER        	-20916.000000
1010333   	75000006       	APPLE/GOLD/JUICE/CONV         	155259              	20101208	20101213	GOLD           	11.800000	NULL	JC             	-33469.000000
1010333   	75000006       	APPLE/GOLD/JUICE/CONV         	155376              	20101214	20101214	GOLD           	12.400000	NULL	JC             	-17051.000000
1010333   	75000006       	APPLE/GOLD/JUICE/CONV         	155519              	20101214	20101214	GOLD           	13.600000	NULL	P2             	-60760.000000
1010333   	75000006       	APPLE/GOLD/JUICE/CONV         	155542              	20101215	20101215	GOLD           	1.000000	NULL	JC             	-28829.000000
1010333   	75000006       	APPLE/GOLD/JUICE/CONV         	160557              	20101204	20101214	GOLD           	12.200000	NULL	JC             	-25209.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155236              	20101207	20101215	RED            	11.700000	1.000000	JC             	-5327.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155236              	20101207	20101216	RED            	11.700000	1.000000	JC             	-51493.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155254              	20101208	20101214	RED            	11.600000	1.000000	JC             	-59170.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155329              	20101210	20101214	RED            	10.800000	1.000000	JC             	-6678.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155329              	20101210	20101214	RED            	10.800000	1.000000	JC             	-53422.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155331              	20101210	20101213	RED            	10.400000	1.000000	JC             	-60300.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155348              	20101213	20101214	RED            	12.500000	0	JC             	-60320.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155375              	20101214	20101214	RED            	10.600000	1.000000	JC             	-42629.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155503              	20101214	20101214	RED            	10.500000	1.000000	JC             	-66360.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155504              	20101214	20101215	RED            	11.500000	1.000000	JC             	-60720.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155507              	20101214	20101214	RED            	13.200000	1.000000	JC             	-58340.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155508              	20101214	20101214	RED            	11.700000	1.000000	JC             	-68540.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155513              	20101214	20101214	RED            	12.400000	1.000000	JC             	-71160.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155518              	20101214	20101215	RED            	10.700000	1.000000	JC             	-59620.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155520              	20101214	20101214	RED            	12.100000	1.000000	JC             	-65760.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155521              	20101214	20101214	RED            	11.500000	1.000000	JC             	-58720.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155522              	20101214	20101215	RED            	12.400000	1.000000	JC             	-55680.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155527              	20101215	20101215	RED            	12.900000	1.000000	JC             	-59840.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155529              	20101215	20101215	RED            	13.600000	1.000000	JC             	-73340.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155544              	20101215	20101215	RED            	13.500000	1.000000	JC             	-71280.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155545              	20101215	20101215	RED            	11.100000	1.000000	JC             	-68300.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155551              	20101215	20101216	RED            	11.600000	1.000000	JC             	-73140.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155551              	20101215	20101216	RED            	11.600000	1.000000	JC             	73140.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155554              	20101215	20101215	RED            	10.700000	1.000000	JC             	-51620.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155557              	20101215	20101215	RED            	13.100000	1.000000	JC             	-27905.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	155557              	20101215	20101215	RED            	13.100000	1.000000	JC             	-33485.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	160556              	20101204	20101214	RED            	11.000000	1.000000	JC             	-22508.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	160578              	20101206	20101214	RED            	11.200000	1.000000	JC             	-56680.000000
1010333   	75000002       	APPLE/RED/JUICE/CONV          	160581              	20101206	20101214	RED            	12.200000	1.000000	JC             	-57100.000000
1010333   	75000025       	APPLE/GALA/JUICE/CONV         	155214              	20101207	20101216	GALA           	12.600000	1.000000	JC             	-26560.000000
1010333   	75000025       	APPLE/GALA/JUICE/CONV         	155220              	20101207	20101216	GALA           	13.800000	1.000000	JC             	-2385.000000
1010333   	75000025       	APPLE/GALA/JUICE/CONV         	155592              	20101216	20101216	GALA           	10.800000	1.000000	JC             	-14859.000000
1010333   	75000025       	APPLE/GALA/JUICE/CONV         	160573              	20101206	20101213	GALA           	13.100000	1.000000	JC             	-8695.000000
1010333   	75000025       	APPLE/GALA/JUICE/CONV         	160573              	20101206	20101213	GALA           	13.100000	1.000000	JC             	-49798.000000
1010333   	75000025       	APPLE/GALA/JUICE/CONV         	160576              	20101206	20101216	GALA           	12.400000	1.000000	JC             	-61260.000000
1010333   	75000025       	APPLE/GALA/JUICE/CONV         	160577              	20101206	20101216	GALA           	12.600000	1.000000	JC             	-59360.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	155260              	20101208	20101214	GS             	10.200000	0	JC             	-6694.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	155282              	20101208	20101213	GS             	10.600000	1.000000	JC             	-7040.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	155288              	20101209	20101214	GS             	12.800000	1.000000	JC             	-34783.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	155288              	20101209	20101216	GS             	12.800000	1.000000	JC             	-21739.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	155505              	20101214	20101214	GS             	10.300000	0	JC             	-73420.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	155511              	20101214	20101216	GS             	13.100000	1.000000	JC             	-18326.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	155538              	20101215	20101215	GS             	10.800000	1.000000	JC             	-63960.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	159164              	20101118	20101214	GS             	11.600000	1.000000	JC             	-5161.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	159169              	20101119	20101215	GS             	10.700000	1.000000	JC             	-25552.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	159169              	20101119	20101215	GS             	10.700000	1.000000	JC             	-18504.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	159245              	20101201	20101214	GS             	11.500000	1.000000	JC             	-5582.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	159258              	20101201	20101214	GS             	11.200000	1.000000	JC             	-9161.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	159287              	20101202	20101214	GS             	12.700000	1.000000	JC             	-3415.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	160570              	20101206	20101214	GS             	10.600000	1.000000	JC             	-34941.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	160570              	20101206	20101214	GS             	10.600000	1.000000	JC             	-26419.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	161869              	20101130	20101213	GS             	11.200000	1.000000	JC             	-58220.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	161873              	20101130	20101215	GS             	11.800000	1.000000	JC             	-32799.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	161875              	20101130	20101214	GS             	11.800000	1.000000	JC             	46085.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	161875              	20101130	20101216	GS             	11.800000	1.000000	JC             	-7090.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	161875              	20101130	20101216	GS             	11.800000	1.000000	JC             	-6204.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	161875              	20101130	20101214	GS             	11.800000	1.000000	JC             	-46085.000000
1010333   	75000013       	APPLE/GRANNY/JUICE/CONV       	162003              	20101204	20101215	GS             	12.200000	1.000000	JC             	-26504.000000
1010498   	75000006       	APPLE/GOLD/JUICE/CONV         	155639              	20101228	20110104	GOLD           	13.600000	NULL	JC             	-7918.000000
1010498   	75000002       	APPLE/RED/JUICE/CONV          	155396              	20101214	20110104	RED            	11.800000	1.000000	JC             	-49531.000000
1010498   	75000002       	APPLE/RED/JUICE/CONV          	155512              	20101214	20110104	RED            	13.300000	1.000000	JC             	-8018.000000
1010498   	75000002       	APPLE/RED/JUICE/CONV          	155591              	20101216	20110104	RED            	11.500000	1.000000	JC             	-46433.000000
1010498   	75000002       	APPLE/RED/JUICE/CONV          	155596              	20101216	20110104	RED            	10.700000	1.000000	JC             	-43066.000000
1010498   	75000002       	APPLE/RED/JUICE/CONV          	155596              	20101216	20110104	RED            	10.700000	1.000000	JC             	-20797.000000
1010498   	75000002       	APPLE/RED/JUICE/CONV          	155684              	20101230	20110104	RED            	14.100000	1.000000	JC             	-61816.000000
1010498   	75000002       	APPLE/RED/JUICE/CONV          	155713              	20110103	20110104	RED            	13.500000	1.000000	JC             	-73560.000000
1010498   	75000002       	APPLE/RED/JUICE/CONV          	155716              	20110103	20110104	RED            	12.600000	1.000000	JC             	-58840.000000
1010498   	75000002       	APPLE/RED/JUICE/CONV          	155725              	20110103	20110104	RED            	10.400000	1.000000	JC             	-59140.000000
1010498   	75000002       	APPLE/RED/JUICE/CONV          	155732              	20110104	20110104	RED            	11.100000	1.000000	JC             	-61140.000000
1010498   	75000002       	APPLE/RED/JUICE/CONV          	155740              	20110104	20110104	RED            	11.700000	1.000000	JC             	-72780.000000
1010498   	75000002       	APPLE/RED/JUICE/CONV          	155744              	20110104	20110104	RED            	11.600000	0	JC             	-56960.000000
1010498   	75000002       	APPLE/RED/JUICE/CONV          	155745              	20110104	20110104	RED            	13.400000	1.000000	JC             	-66660.000000
1010498   	75000002       	APPLE/RED/JUICE/CONV          	155747              	20110104	20110104	RED            	12.500000	1.000000	JC             	-65100.000000
1010498   	75000030       	APPLE/BRAEBURN/JUICE/CONV     	155403              	20101216	20110104	BRAEB          	12.200000	1.000000	JC             	-18187.000000
1010498   	75000529       	APPLE/HONEYCRISP/JUICE/CONV   	155556              	20101215	20110104	HONEY          	11.300000	1.000000	JC             	-3628.000000
1010498   	75000018       	APPLE/FUJI/JUICE/CONV         	155208              	20101207	20110104	FUJI           	16.400000	1.000000	JC             	-22335.000000
1010498   	75000018       	APPLE/FUJI/JUICE/CONV         	155637              	20101228	20110104	FUJI           	14.200000	2.000000	JC             	-13765.000000
1010498   	75000018       	APPLE/FUJI/JUICE/CONV         	155689              	20101230	20110104	FUJI           	16.500000	0	JC             	-1642.000000
1010498   	75000055       	APPLE/OTHER/PEELER/CONV       	160210              	20100923	20110104	OTHER          	13.700000	NULL	SP2            	-12489.000000
1010498   	75000055       	APPLE/OTHER/PEELER/CONV       	160216              	20100923	20110104	OTHER          	13.700000	NULL	SP2            	-11219.000000
1010498   	75000057       	APPLE/OTHER/JUICE/CONV        	160215              	20100923	20110103	OTHER          	11.800000	1.000000	JC             	-11044.000000
1010498   	75000025       	APPLE/GALA/JUICE/CONV         	155638              	20101228	20110104	GALA           	12.900000	1.000000	JC             	-27147.000000
1010498   	75000025       	APPLE/GALA/JUICE/CONV         	155685              	20101230	20110104	GALA           	14.300000	0	JC             	-21601.000000
1010498   	75000025       	APPLE/GALA/JUICE/CONV         	155690              	20101230	20110104	GALA           	13.100000	0	JC             	-1642.000000
1010498   	75000025       	APPLE/GALA/JUICE/CONV         	155706              	20110103	20110104	GALA           	14.100000	1.000000	JC             	-59560.000000
1010498   	75000527       	APPLE/JONAGOLD/JC PLR/CONV    	150393              	20101111	20110104	JGOLD          	11.600000	1.000000	JS             	-57270.000000
1010498   	75000014       	APPLE/GRANNY/JUICE/ORG        	155515              	20101214	20110104	GS             	10.200000	1.000000	JC             	-15130.000000
1010498   	75000014       	APPLE/GRANNY/JUICE/ORG        	160166              	20101117	20110104	GS             	12.400000	1.000000	JC             	-31987.000000
1010498   	75000014       	APPLE/GRANNY/JUICE/ORG        	160170              	20101117	20110104	GS             	12.400000	1.000000	JC             	-15942.000000
1010498   	75000014       	APPLE/GRANNY/JUICE/ORG        	160186              	20101118	20110104	GS             	11.800000	1.000000	JC             	-3710.000000
1010498   	75000013       	APPLE/GRANNY/JUICE/CONV       	155402              	20101216	20110104	GS             	11.100000	1.000000	JC             	-28933.000000
1010498   	75000013       	APPLE/GRANNY/JUICE/CONV       	155408              	20101216	20110104	GS             	11.500000	1.000000	JC             	-54180.000000
1010498   	75000013       	APPLE/GRANNY/JUICE/CONV       	155562              	20101215	20110104	GS             	10.500000	0	JC             	-54560.000000
1010498   	75000013       	APPLE/GRANNY/JUICE/CONV       	155576              	20101216	20110104	GS             	10.700000	1.000000	JC             	-32967.000000
1010559   	75000004       	APPLE/GOLD/PEELER/CONV        	155655              	20101018	20110111	GOLD           	14.400000	NULL	SP2            	-3556.000000
1010559   	75000006       	APPLE/GOLD/JUICE/CONV         	147716              	20110107	20110111	GOLD           	15.400000	NULL	JC             	-14570.000000
1010559   	75000006       	APPLE/GOLD/JUICE/CONV         	147726              	20110110	20110111	GOLD           	16.100000	NULL	JC             	-800.000000
1010559   	75000006       	APPLE/GOLD/JUICE/CONV         	147753              	20110110	20110112	GOLD           	13.100000	NULL	JC             	-8370.000000
1010559   	75000006       	APPLE/GOLD/JUICE/CONV         	155721              	20110103	20110110	GOLD           	11.600000	NULL	JC             	-26599.000000
1010559   	75000006       	APPLE/GOLD/JUICE/CONV         	155721              	20110103	20110110	GOLD           	11.600000	NULL	JC             	-22929.000000
1010559   	75000006       	APPLE/GOLD/JUICE/CONV         	155767              	20110106	20110110	GOLD           	13.000000	NULL	JC             	-21713.000000
1010559   	75000006       	APPLE/GOLD/JUICE/CONV         	155800              	20110107	20110111	GOLD           	12.800000	NULL	JC             	-27280.000000
1010559   	75000034       	APPLE/JONAGOLD/PEELER/CONV    	112284              	20101215	20110110	JGOLD          	11.600000	NULL	JC             	-8678.000000
1010559   	75000034       	APPLE/JONAGOLD/PEELER/CONV    	155781              	20110106	20110113	JGOLD          	11.600000	NULL	SP2            	-56153.000000
1010559   	75000036       	APPLE/JONAGOLD/JUICE/CONV     	155782              	20110106	20110113	JGOLD          	11.600000	1.000000	JC             	-5615.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	112365              	20101221	20110110	RED            	12.500000	1.000000	JC             	-16005.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	147717              	20110107	20110114	RED            	14.600000	1.000000	JC             	-14570.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	147730              	20110110	20110111	RED            	12.600000	1.000000	JC             	-52120.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	147732              	20110110	20110111	RED            	11.000000	1.000000	JC             	-28369.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	147732              	20110110	20110111	RED            	11.000000	1.000000	JC             	-25031.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	147739              	20110110	20110110	RED            	12.500000	1.000000	JC             	-59680.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	147740              	20110110	20110110	RED            	13.200000	1.000000	JC             	-66380.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	147759              	20110111	20110111	RED            	12.400000	1.000000	JC             	-56820.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	147760              	20110111	20110111	RED            	12.200000	1.000000	JC             	-56840.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	147761              	20110111	20110111	RED            	10.800000	1.000000	JC             	-57001.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	147769              	20110111	20110111	RED            	11.400000	1.000000	JC             	-67900.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	147777              	20110111	20110111	RED            	13.100000	1.000000	JC             	-52620.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	147780              	20110111	20110113	RED            	13.600000	1.000000	JC             	-68360.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	147780              	20110111	20110114	RED            	13.600000	1.000000	JC             	68360.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	147850              	20110113	20110114	RED            	13.000000	1.000000	JC             	-7689.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	147858              	20110113	20110114	RED            	12.600000	1.000000	JC             	-54120.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	147859              	20110113	20110114	RED            	11.800000	1.000000	JC             	-16900.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	147859              	20110113	20110114	RED            	11.800000	1.000000	JC             	-37180.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	147860              	20110113	20110113	RED            	13.200000	1.000000	JC             	-64820.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	155473              	20101221	20110110	RED            	11.600000	1.000000	JC             	-54864.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	155756              	20110105	20110110	RED            	11.800000	1.000000	JC             	-23181.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	155756              	20110105	20110111	RED            	11.800000	1.000000	JC             	-36919.000000
1010559   	75000002       	APPLE/RED/JUICE/CONV          	155766              	20110106	20110110	RED            	12.200000	1.000000	JC             	-60760.000000
1010559   	75000023       	APPLE/GALA/PEELER/CONV        	155210              	20101207	20110110	GALA           	13.000000	NULL	SP2            	-5584.000000
1010559   	75000025       	APPLE/GALA/JUICE/CONV         	112261              	20101214	20110110	GALA           	12.600000	1.000000	JC             	-4648.000000
1010559   	75000025       	APPLE/GALA/JUICE/CONV         	112276              	20101215	20110110	GALA           	13.200000	1.000000	JC             	-4227.000000
1010559   	75000025       	APPLE/GALA/JUICE/CONV         	147710              	20110107	20110113	GALA           	13.500000	1.000000	JC             	-12540.000000
1010559   	75000025       	APPLE/GALA/JUICE/CONV         	147722              	20110110	20110113	GALA           	13.100000	1.000000	JC             	-19335.000000
1010559   	75000025       	APPLE/GALA/JUICE/CONV         	147722              	20110110	20110113	GALA           	13.100000	1.000000	JC             	-43275.000000
1010559   	75000025       	APPLE/GALA/JUICE/CONV         	147723              	20110110	20110111	GALA           	13.200000	1.000000	JC             	-59350.000000
1010559   	75000025       	APPLE/GALA/JUICE/CONV         	147736              	20110110	20110111	GALA           	13.000000	1.000000	JC             	-63400.000000
1010559   	75000025       	APPLE/GALA/JUICE/CONV         	147784              	20110111	20110113	GALA           	14.100000	1.000000	JC             	-13842.000000
1010559   	75000025       	APPLE/GALA/JUICE/CONV         	147784              	20110111	20110113	GALA           	14.100000	1.000000	JC             	-12876.000000
1010559   	75000025       	APPLE/GALA/JUICE/CONV         	147784              	20110111	20110113	GALA           	14.100000	1.000000	JC             	-26119.000000
1010559   	75000025       	APPLE/GALA/JUICE/CONV         	155209              	20101207	20110110	GALA           	11.600000	1.000000	JC             	-22335.000000
1010559   	75000025       	APPLE/GALA/JUICE/CONV         	155726              	20110103	20110110	GALA           	13.400000	1.000000	JC             	-63080.000000
1010559   	75000025       	APPLE/GALA/JUICE/CONV         	155776              	20110106	20110113	GALA           	13.200000	1.000000	JC             	-29420.000000
1010559   	75000025       	APPLE/GALA/JUICE/CONV         	155792              	20110107	20110113	GALA           	13.400000	1.000000	JC             	-60260.000000
1010559   	75000090       	APPLE/MIXED/JUICE/CONV        	147762              	20110111	20110111	MIXED AP       	10.800000	1.000000	JC             	-1839.000000
1010559   	75000090       	APPLE/MIXED/JUICE/CONV        	155695              	20101230	20110110	MIXED AP       	13.600000	1.000000	JC             	-820.000000
1010559   	75000090       	APPLE/MIXED/JUICE/CONV        	155711              	20110103	20110109	MIXED AP       	10.800000	1.000000	JC             	-2703.000000
1010559   	75000090       	APPLE/MIXED/JUICE/CONV        	155711              	20110103	20110109	MIXED AP       	10.800000	1.000000	JC             	2703.000000
1010559   	75000090       	APPLE/MIXED/JUICE/CONV        	155711              	20110103	20110110	MIXED AP       	10.800000	1.000000	JC             	-2703.000000
1010559   	75000090       	APPLE/MIXED/JUICE/CONV        	155753              	20110105	20110111	MIXED AP       	10.800000	1.000000	JC             	-59345.000000
1010559   	75000013       	APPLE/GRANNY/JUICE/CONV       	112378              	20101222	20110113	GS             	12.200000	0	JC             	-52050.000000
1010559   	75000013       	APPLE/GRANNY/JUICE/CONV       	112379              	20101222	20110113	GS             	12.200000	1.000000	JC             	-10410.000000
1010559   	75000013       	APPLE/GRANNY/JUICE/CONV       	147742              	20110110	20110111	GS             	11.800000	0	JC             	-25240.000000
1010559   	75000013       	APPLE/GRANNY/JUICE/CONV       	147746              	20110110	20110111	GS             	11.200000	0	JC             	-25960.000000
1010559   	75000013       	APPLE/GRANNY/JUICE/CONV       	147752              	20110110	20110110	GS             	10.400000	1.000000	JC             	-12090.000000
1010559   	75000013       	APPLE/GRANNY/JUICE/CONV       	155680              	20101230	20110110	GS             	15.700000	1.000000	JC             	-60280.000000
1010559   	75000013       	APPLE/GRANNY/JUICE/CONV       	155733              	20110104	20110110	GS             	12.400000	1.000000	JC             	-23115.000000
1010624   	75000004       	APPLE/GOLD/PEELER/CONV        	147785              	20110111	20110117	GOLD           	11.800000	NULL	SP2            	-813.000000
1010624   	75000006       	APPLE/GOLD/JUICE/CONV         	147783              	20110111	20110117	GOLD           	11.800000	NULL	JC             	-16257.000000
1010624   	75000006       	APPLE/GOLD/JUICE/CONV         	147913              	20110117	20110117	GOLD           	13.600000	NULL	JC             	-67380.000000
1010624   	75000006       	APPLE/GOLD/JUICE/CONV         	155775              	20110106	20110117	GOLD           	12.200000	NULL	JC             	-29420.000000
1010624   	75000002       	APPLE/RED/JUICE/CONV          	147796              	20110112	20110116	RED            	11.800000	1.000000	JC             	-2425.000000
1010624   	75000002       	APPLE/RED/JUICE/CONV          	147830              	20110113	20110116	RED            	13.400000	0	JC             	-61520.000000
1010624   	75000002       	APPLE/RED/JUICE/CONV          	147836              	20110113	20110116	RED            	13.300000	1.000000	JC             	-18826.000000
1010624   	75000002       	APPLE/RED/JUICE/CONV          	147850              	20110113	20110116	RED            	13.000000	1.000000	JC             	-46991.000000
1010624   	75000002       	APPLE/RED/JUICE/CONV          	147863              	20110113	20110116	RED            	11.500000	1.000000	JC             	-18826.000000
1010624   	75000034       	APPLE/JONAGOLD/PEELER/CONV    	155653              	20101229	20110116	JGOLD          	15.600000	NULL	SP2            	-41321.000000
1010624   	75000030       	APPLE/BRAEBURN/JUICE/CONV     	147908              	20110117	20110117	BRAEB          	12.600000	1.000000	JC             	-2853.000000
1010624   	75000018       	APPLE/FUJI/JUICE/CONV         	147748              	20110110	20110116	FUJI           	15.600000	1.000000	JC             	-46081.000000
1010624   	75000018       	APPLE/FUJI/JUICE/CONV         	147751              	20110110	20110116	FUJI           	15.200000	1.000000	JC             	-24180.000000
1010624   	75000018       	APPLE/FUJI/JUICE/CONV         	147758              	20110111	20110116	FUJI           	15.200000	1.000000	JC             	-873.000000
1010624   	75000018       	APPLE/FUJI/JUICE/CONV         	147800              	20110112	20110116	FUJI           	14.700000	1.000000	JC             	-25262.000000
1010624   	75000018       	APPLE/FUJI/JUICE/CONV         	147817              	20110112	20110116	FUJI           	16.000000	1.000000	JC             	-876.000000
1010624   	75000018       	APPLE/FUJI/JUICE/CONV         	147829              	20110112	20110116	FUJI           	15.800000	1.000000	JC             	-7253.000000
1010624   	75000018       	APPLE/FUJI/JUICE/CONV         	147862              	20110113	20110116	FUJI           	15.200000	1.000000	JC             	-42134.000000
1010624   	75000090       	APPLE/MIXED/JUICE/CONV        	147900              	20110114	20110116	MIXEDAP        	13.500000	1.000000	JC             	-814.000000
1010624   	75000042       	APPLE/CAMEO/JUICE/CONV        	147774              	20110111	20110117	CAM            	11.800000	1.000000	JC             	-13926.000000
1010624   	75000040       	APPLE/CAMEO/PEELER/CONV       	147890              	20110114	20110117	CAM            	11.600000	NULL	SP2            	-1976.000000
1010624   	75000023       	APPLE/GALA/PEELER/CONV        	112488              	20110108	20110118	GALA           	0	NULL	SP2            	31123.000000
1010624   	75000023       	APPLE/GALA/PEELER/CONV        	112488              	20110108	20110118	GALA           	0	NULL	SP2            	-31123.000000
1010624   	75000023       	APPLE/GALA/PEELER/CONV        	147887              	20110114	20110116	GALA           	13.600000	NULL	SP2            	-60480.000000
1010624   	75000023       	APPLE/GALA/PEELER/CONV        	147892              	20110114	20110116	GALA           	13.300000	NULL	SP2            	-22559.000000
1010624   	75000023       	APPLE/GALA/PEELER/CONV        	147892              	20110114	20110117	GALA           	13.300000	NULL	SP2            	-36561.000000
1010624   	75000025       	APPLE/GALA/JUICE/CONV         	10109751            	20110112	20110117	GALA           	14.000000	1.000000	JC             	5659.000000
1010624   	75000025       	APPLE/GALA/JUICE/CONV         	10109751            	20110112	20110118	GALA           	14.000000	1.000000	JC             	14148.000000
1010624   	75000025       	APPLE/GALA/JUICE/CONV         	10109751            	20110112	20110117	GALA           	14.000000	1.000000	JC             	-5659.000000
1010624   	75000025       	APPLE/GALA/JUICE/CONV         	10109751            	20110112	20110117	GALA           	14.000000	1.000000	JC             	-14148.000000
1010624   	75000025       	APPLE/GALA/JUICE/CONV         	10109751            	20110112	20110117	GALA           	14.000000	1.000000	JC             	-5659.000000
1010624   	75000025       	APPLE/GALA/JUICE/CONV         	147802              	20110112	20110116	GALA           	13.000000	1.000000	JC             	-21051.000000
1010624   	75000025       	APPLE/GALA/JUICE/CONV         	147828              	20110112	20110116	GALA           	12.800000	1.000000	JC             	-56207.000000
1010624   	75000025       	APPLE/GALA/JUICE/CONV         	147888              	20110114	20110116	GALA           	13.600000	1.000000	JC             	-2880.000000
1010624   	75000025       	APPLE/GALA/JUICE/CONV         	147899              	20110114	20110116	GALA           	13.500000	1.000000	JC             	-53712.000000
1010624   	75000025       	APPLE/GALA/JUICE/CONV         	147907              	20110117	20110117	GALA           	14.100000	1.000000	JC             	-59907.000000
1010624   	75000025       	APPLE/GALA/JUICE/CONV         	147918              	20110117	20110117	GALA           	12.800000	1.000000	JC             	54265.000000
1010624   	75000025       	APPLE/GALA/JUICE/CONV         	147918              	20110117	20110117	GALA           	12.800000	1.000000	JC             	-54265.000000
1010624   	75000025       	APPLE/GALA/JUICE/CONV         	147918              	20110117	20110117	GALA           	12.800000	1.000000	JC             	-60640.000000
1010624   	75000025       	APPLE/GALA/JUICE/CONV         	160635              	20110111	20110117	GALA           	13.600000	1.000000	JC             	24612.000000
1010624   	75000025       	APPLE/GALA/JUICE/CONV         	160635              	20110111	20110118	GALA           	13.600000	1.000000	JC             	31904.000000
1010624   	75000025       	APPLE/GALA/JUICE/CONV         	160635              	20110111	20110117	GALA           	13.600000	1.000000	JC             	-24612.000000
1010624   	75000025       	APPLE/GALA/JUICE/CONV         	160635              	20110111	20110118	GALA           	13.600000	1.000000	JC             	-31904.000000
1010624   	75000013       	APPLE/GRANNY/JUICE/CONV       	112383              	20101223	20110117	GS             	11.800000	1.000000	JC             	-62400.000000
1010624   	75000013       	APPLE/GRANNY/JUICE/CONV       	147724              	20110110	20110117	GS             	10.800000	0	JC             	26020.000000
1010624   	75000013       	APPLE/GRANNY/JUICE/CONV       	147724              	20110110	20110117	GS             	10.800000	0	JC             	-26020.000000
